id_contratacion,id_servicio,id_trabajador,fecha_contratacion,estado_contratacion
1949,4469,5701,2025-04-08,Activo
1950,5843,8835,2025-01-11,Activo
1951,7757,9798,2025-04-21,Finalizado
1952,2538,1475,2025-04-14,Activo
1953,4211,6842,2025-02-23,Cancelado
1954,9938,6996,2025-01-17,Finalizado
1955,4413,3842,2025-02-22,Activo
1956,6168,3446,2025-02-03,Activo
1957,9985,2214,2025-01-02,Activo
1958,9058,6536,2024-12-31,Cancelado
1959,8915,8121,2025-03-02,Cancelado
1960,2126,7453,2025-03-16,Finalizado
1961,2441,6148,2025-01-19,Cancelado
1962,7726,1937,2025-02-04,Cancelado
1963,9574,4113,2024-12-28,Cancelado
1964,8601,1563,2025-02-21,Cancelado
1965,5459,2137,2025-04-09,Activo
1966,7444,2423,2025-03-22,Cancelado
1967,507,1904,2025-01-28,Activo
1968,8407,8825,2025-01-19,Finalizado
1969,7024,7508,2025-04-24,Cancelado
1970,4568,6257,2025-02-10,Cancelado
1971,8314,8308,2025-02-18,Finalizado
1972,999,4843,2025-02-01,Cancelado
1973,1492,6540,2025-02-23,Finalizado
1974,235,893,2025-02-18,Finalizado
1975,8774,1245,2025-03-15,Activo
1976,2062,9414,2025-02-10,Activo
1977,5733,9390,2025-01-25,Finalizado
1978,129,6102,2025-02-04,Finalizado
1979,9889,3327,2025-02-16,Finalizado
1980,9177,804,2025-01-26,Cancelado
1981,7473,9274,2024-12-26,Activo
1982,5766,2683,2025-04-12,Cancelado
1983,8157,3806,2025-04-08,Activo
1984,9497,5755,2025-02-26,Cancelado
1985,6587,6760,2025-03-18,Finalizado
1986,981,2268,2025-03-31,Activo
1987,9810,4312,2025-02-25,Cancelado
1988,7318,2230,2025-02-13,Finalizado
1989,3342,7388,2025-04-05,Cancelado
1990,5053,6307,2025-02-08,Cancelado
1991,387,8294,2025-03-25,Activo
1992,6680,307,2025-03-09,Activo
1993,2641,7509,2025-03-15,Activo
1994,9995,8176,2025-02-04,Cancelado
1995,4639,3731,2025-04-16,Finalizado
1996,8086,1649,2025-01-07,Cancelado
1997,5183,1614,2025-01-24,Finalizado
1998,9373,9694,2025-02-16,Cancelado
1999,4725,2735,2025-04-13,Finalizado
2000,5384,3818,2025-03-12,Cancelado
2001,3809,1315,2025-04-01,Activo
2002,7280,9423,2025-03-06,Finalizado
2003,9927,7040,2025-03-03,Cancelado
2004,1374,8199,2025-04-23,Cancelado
2005,2467,9860,2025-02-03,Cancelado
2006,6699,9643,2025-04-15,Activo
2007,8267,6625,2025-02-12,Activo
2008,651,9038,2025-03-05,Cancelado
2009,4912,7950,2025-04-01,Activo
2010,5222,2175,2025-01-16,Finalizado
2011,7439,1001,2025-02-06,Cancelado
2012,3720,4062,2025-04-15,Cancelado
2013,578,6673,2025-03-04,Cancelado
2014,8663,4905,2025-02-20,Finalizado
2015,683,9620,2025-03-13,Activo
2016,8610,8951,2025-01-03,Cancelado
2017,1399,3252,2025-04-23,Finalizado
2018,5896,4453,2025-04-16,Activo
2019,2812,5470,2025-01-09,Finalizado
2020,4213,2395,2025-02-23,Activo
2021,3974,563,2025-01-06,Activo
2022,7230,9820,2025-02-15,Activo
2023,9662,2078,2024-12-26,Finalizado
2024,6957,4379,2025-01-01,Cancelado
2025,5491,2468,2025-04-15,Activo
2026,9205,407,2025-02-20,Finalizado
2027,9863,3600,2025-01-15,Activo
2028,9711,5908,2025-01-14,Activo
2029,1273,43,2025-04-11,Cancelado
2030,3362,9650,2024-12-29,Finalizado
2031,5089,8696,2025-01-04,Cancelado
2032,8159,4830,2025-01-18,Activo
2033,3362,5897,2025-02-21,Finalizado
2034,3441,2534,2025-04-20,Activo
2035,4091,5211,2025-04-17,Cancelado
2036,4247,3658,2025-03-01,Finalizado
2037,2654,7470,2025-03-06,Activo
2038,6788,8654,2025-02-12,Cancelado
2039,5648,8938,2025-02-06,Finalizado
2040,6275,7205,2025-01-11,Activo
2041,9416,4733,2025-02-03,Cancelado
2042,420,4512,2025-03-08,Cancelado
2043,8678,2093,2025-03-12,Activo
2044,7109,8050,2025-03-29,Activo
2045,142,4932,2025-01-30,Cancelado
2046,794,8062,2025-03-07,Activo
2047,3922,8572,2025-02-18,Cancelado
2048,845,7661,2025-04-07,Finalizado
2049,4778,5637,2025-01-25,Cancelado
2050,9689,4189,2025-04-05,Activo
2051,9096,3757,2025-04-08,Finalizado
2052,77,1105,2025-04-11,Finalizado
2053,8420,2405,2025-02-27,Cancelado
2054,5881,7288,2025-02-11,Finalizado
2055,8578,512,2025-01-09,Activo
2056,2138,400,2025-01-12,Activo
2057,8742,6647,2025-04-16,Activo
2058,8318,8641,2025-04-09,Cancelado
2059,1491,7134,2025-03-04,Finalizado
2060,8153,4497,2025-01-07,Activo
2061,6811,3804,2025-03-05,Finalizado
2062,3301,7314,2025-01-31,Activo
2063,1246,2601,2025-02-24,Activo
2064,6967,8510,2025-03-12,Activo
2065,2131,9817,2025-02-19,Finalizado
2066,5519,6907,2025-03-09,Activo
2067,2910,3348,2025-01-24,Finalizado
2068,1304,9687,2025-04-10,Finalizado
2069,7856,6991,2025-01-11,Finalizado
2070,7531,5909,2025-01-28,Cancelado
2071,8162,8781,2025-02-07,Activo
2072,9569,4494,2025-02-19,Cancelado
2073,5893,6550,2025-01-16,Finalizado
2074,7361,2465,2025-01-28,Activo
2075,590,9273,2025-02-18,Cancelado
2076,7725,7740,2025-03-02,Finalizado
2077,928,6938,2025-01-24,Activo
2078,7954,1585,2025-01-10,Finalizado
2079,336,4814,2025-03-07,Cancelado
2080,9960,2212,2025-04-04,Cancelado
2081,7554,8245,2025-02-26,Cancelado
2082,6762,9662,2025-04-16,Finalizado
2083,6778,2521,2025-03-18,Finalizado
2084,2535,6547,2025-01-18,Finalizado
2085,424,1619,2025-04-08,Activo
2086,1181,5456,2025-04-03,Finalizado
2087,9216,2168,2025-03-10,Finalizado
2088,3978,5122,2024-12-29,Activo
2089,4098,5807,2025-03-05,Activo
2090,1278,3486,2025-01-03,Cancelado
2091,4055,1966,2025-04-15,Cancelado
2092,1445,5385,2025-03-06,Cancelado
2093,4196,243,2025-01-07,Finalizado
2094,736,6964,2024-12-28,Finalizado
2095,8901,3803,2025-04-09,Finalizado
2096,1642,4403,2025-04-20,Finalizado
2097,6701,901,2025-04-03,Activo
2098,5979,2044,2025-02-28,Activo
2099,6042,6726,2025-01-18,Activo
2100,6632,9141,2025-01-13,Cancelado
2101,2063,7339,2025-03-03,Cancelado
2102,9125,5293,2025-03-27,Cancelado
2103,9844,9135,2025-03-06,Finalizado
2104,6279,4796,2025-04-03,Cancelado
2105,390,4044,2025-01-31,Activo
2106,693,9086,2025-04-24,Finalizado
2107,5471,2929,2025-03-24,Finalizado
2108,1671,8337,2025-01-06,Cancelado
2109,528,9229,2025-04-01,Finalizado
2110,8277,728,2025-02-19,Activo
2111,8592,4967,2025-03-07,Activo
2112,6214,8831,2025-04-03,Cancelado
2113,6875,3856,2025-04-21,Finalizado
2114,7205,2372,2025-04-10,Finalizado
2115,2627,6771,2025-03-28,Finalizado
2116,3563,5814,2025-04-02,Cancelado
2117,8693,2498,2025-01-22,Activo
2118,9426,5513,2025-03-11,Finalizado
2119,1218,6390,2025-04-09,Activo
2120,6153,1722,2024-12-30,Activo
2121,3261,7006,2025-02-16,Cancelado
2122,4005,8918,2025-01-02,Finalizado
2123,3096,8693,2025-02-01,Cancelado
2124,9235,957,2025-02-17,Activo
2125,6218,3498,2025-01-03,Cancelado
2126,182,1042,2025-02-22,Finalizado
2127,4184,5657,2025-04-01,Activo
2128,4016,8897,2025-04-19,Cancelado
2129,3924,4028,2025-01-02,Cancelado
2130,9666,5713,2025-04-23,Finalizado
2131,8253,5106,2024-12-26,Finalizado
2132,6579,4565,2025-02-17,Finalizado
2133,3302,6502,2025-03-04,Activo
2134,4187,5316,2025-01-26,Finalizado
2135,6590,3732,2025-02-16,Cancelado
2136,3297,4473,2025-03-03,Activo
2137,9181,103,2025-04-23,Activo
2138,6092,6724,2025-04-05,Cancelado
2139,2743,9788,2025-02-03,Activo
2140,6738,5549,2025-02-15,Activo
2141,5410,5545,2025-03-08,Activo
2142,1016,9473,2024-12-31,Activo
2143,4438,3695,2025-03-07,Finalizado
2144,8779,2953,2025-01-26,Cancelado
2145,3275,4372,2025-02-24,Finalizado
2146,1551,6278,2025-01-19,Finalizado
2147,8442,5988,2025-02-11,Finalizado
2148,7570,373,2025-04-09,Cancelado
2149,8627,1158,2025-02-20,Activo
2150,4693,9394,2025-03-16,Activo
2151,4881,328,2025-03-20,Finalizado
2152,9616,1345,2025-01-28,Activo
2153,5675,2830,2025-02-10,Activo
2154,5635,9519,2025-01-15,Activo
2155,5649,6131,2025-04-21,Finalizado
2156,5563,9921,2025-04-22,Finalizado
2157,1619,6765,2025-01-24,Activo
2158,3092,6939,2025-03-05,Finalizado
2159,9548,9669,2025-04-10,Activo
2160,8093,9389,2025-01-13,Cancelado
2161,323,4162,2025-01-07,Activo
2162,5358,2056,2025-02-22,Finalizado
2163,4692,474,2025-03-14,Finalizado
2164,1038,6406,2025-02-23,Cancelado
2165,7796,4241,2025-04-05,Cancelado
2166,9664,7373,2025-03-04,Finalizado
2167,6720,6911,2025-03-17,Finalizado
2168,1265,5822,2025-03-03,Finalizado
2169,7380,9297,2025-02-21,Cancelado
2170,7924,3233,2025-04-23,Finalizado
2171,4681,3517,2025-02-05,Activo
2172,2405,4892,2025-01-17,Activo
2173,8121,5762,2024-12-31,Activo
2174,6441,6086,2025-01-31,Finalizado
2175,2675,3392,2025-02-15,Activo
2176,1369,9013,2025-03-16,Cancelado
2177,9795,1088,2025-01-27,Cancelado
2178,1482,6897,2025-04-01,Cancelado
2179,6361,7686,2025-03-03,Finalizado
2180,1011,9530,2025-03-21,Activo
2181,2438,9160,2025-04-24,Cancelado
2182,8655,4627,2025-03-05,Activo
2183,788,6512,2025-02-13,Activo
2184,8600,6930,2025-01-07,Finalizado
2185,4991,5288,2025-01-19,Cancelado
2186,3601,49,2025-02-26,Activo
2187,4742,2274,2024-12-27,Activo
2188,9012,7435,2024-12-31,Activo
2189,4684,6044,2025-01-28,Cancelado
2190,6679,8497,2025-02-19,Finalizado
2191,2215,6353,2025-01-03,Cancelado
2192,6622,3655,2025-03-05,Cancelado
2193,9374,6739,2025-01-09,Cancelado
2194,1629,9666,2025-04-21,Cancelado
2195,9681,6651,2025-03-05,Cancelado
2196,252,3410,2025-01-19,Cancelado
2197,2283,9837,2025-01-19,Cancelado
2198,7355,481,2025-01-23,Cancelado
2199,1035,9321,2025-03-24,Cancelado
2200,6485,222,2025-02-09,Cancelado
2201,9900,4309,2025-02-20,Activo
2202,9924,1741,2025-01-29,Cancelado
2203,3230,7602,2025-01-09,Finalizado
2204,2393,4315,2025-02-24,Finalizado
2205,3124,3439,2025-04-10,Finalizado
2206,7652,9267,2025-03-12,Activo
2207,9261,2484,2025-02-04,Finalizado
2208,8095,6364,2025-03-16,Finalizado
2209,9212,5834,2025-04-13,Finalizado
2210,965,2938,2025-01-01,Cancelado
2211,9167,2695,2025-03-13,Activo
2212,2541,1174,2025-01-20,Cancelado
2213,5635,2288,2025-01-02,Finalizado
2214,1624,9311,2025-03-21,Finalizado
2215,5260,6652,2025-03-01,Finalizado
2216,3155,2458,2025-03-03,Finalizado
2217,3255,6881,2025-03-02,Activo
2218,5396,4284,2025-01-20,Activo
2219,2683,1321,2025-03-10,Activo
2220,5908,5295,2025-03-21,Finalizado
2221,8005,7038,2025-03-15,Cancelado
2222,9674,3282,2024-12-29,Finalizado
2223,4978,2225,2025-01-06,Activo
2224,9896,858,2025-01-27,Finalizado
2225,6288,5453,2025-04-04,Cancelado
2226,7017,4973,2025-01-14,Finalizado
2227,8241,3082,2025-03-09,Cancelado
2228,8793,6596,2025-04-04,Cancelado
2229,7036,9947,2025-02-02,Finalizado
2230,2157,6536,2025-03-12,Finalizado
2231,5680,2477,2025-04-17,Finalizado
2232,5930,8763,2025-02-03,Finalizado
2233,127,6835,2025-02-19,Activo
2234,6890,6468,2025-03-01,Cancelado
2235,6299,2143,2025-01-03,Finalizado
2236,5795,7213,2025-01-09,Cancelado
2237,8996,2955,2024-12-26,Cancelado
2238,7180,7645,2025-04-09,Activo
2239,9669,9176,2025-02-07,Activo
2240,9419,1679,2025-03-20,Finalizado
2241,5211,4504,2025-04-06,Finalizado
2242,6010,5089,2025-01-01,Cancelado
2243,8307,755,2025-01-02,Finalizado
2244,5059,3277,2025-02-07,Activo
2245,9501,6318,2025-03-27,Activo
2246,2190,8040,2025-02-28,Finalizado
2247,2748,8314,2025-02-09,Finalizado
2248,5277,3125,2025-03-03,Activo
2249,6489,7112,2025-01-19,Finalizado
2250,9196,9531,2025-02-11,Finalizado
2251,4551,2543,2025-04-07,Finalizado
2252,6817,8895,2025-01-06,Finalizado
2253,9909,7556,2025-04-16,Activo
2254,185,4491,2025-01-13,Finalizado
2255,3099,6653,2025-04-24,Activo
2256,5060,4804,2025-03-24,Cancelado
2257,5671,1173,2025-03-14,Activo
2258,6892,2560,2025-01-25,Finalizado
2259,7620,1935,2025-03-08,Cancelado
2260,6055,3658,2025-02-02,Cancelado
2261,1887,8392,2025-02-18,Activo
2262,7742,1133,2025-03-04,Finalizado
2263,4881,27,2025-01-09,Cancelado
2264,613,708,2025-03-18,Cancelado
2265,6857,3380,2025-03-07,Finalizado
2266,3509,7381,2024-12-27,Finalizado
2267,8226,6783,2025-01-24,Cancelado
2268,1921,1321,2025-03-13,Activo
2269,5486,8186,2025-02-13,Cancelado
2270,6862,8180,2025-04-13,Cancelado
2271,8413,1668,2025-01-19,Activo
2272,5277,8720,2025-04-03,Finalizado
2273,9115,1982,2025-03-11,Activo
2274,9416,9388,2025-03-02,Activo
2275,2844,5749,2025-01-23,Finalizado
2276,6046,8912,2025-03-07,Finalizado
2277,6848,4378,2025-04-04,Cancelado
2278,527,7151,2024-12-31,Finalizado
2279,5849,30,2025-04-08,Cancelado
2280,5417,4005,2025-03-01,Cancelado
2281,5019,6012,2025-01-03,Activo
2282,3183,2332,2025-02-15,Cancelado
2283,2246,3329,2024-12-28,Finalizado
2284,4122,6008,2025-04-04,Finalizado
2285,3009,3849,2025-03-18,Cancelado
2286,3656,2506,2025-01-22,Finalizado
2287,6517,5387,2025-01-10,Activo
2288,9270,9545,2025-02-10,Activo
2289,653,7210,2025-03-23,Finalizado
2290,7899,1675,2025-01-05,Activo
2291,8422,4505,2025-01-17,Activo
2292,4718,8605,2025-01-24,Activo
2293,3503,5283,2025-02-24,Activo
2294,2436,876,2025-03-16,Cancelado
2295,3994,7649,2025-04-22,Activo
2296,5822,3291,2025-01-18,Cancelado
2297,30,224,2025-04-13,Cancelado
2298,1629,2840,2025-01-10,Activo
2299,5707,5621,2025-02-11,Cancelado
2300,3344,1988,2025-03-11,Finalizado
2301,9829,9016,2025-03-03,Cancelado
2302,3884,4605,2025-04-03,Activo
2303,9577,5909,2025-02-03,Cancelado
2304,3430,203,2025-03-04,Finalizado
2305,8572,827,2025-02-25,Cancelado
2306,2584,4407,2025-02-04,Activo
2307,7944,880,2025-01-26,Activo
2308,7443,7321,2025-01-08,Cancelado
2309,3089,8891,2025-03-08,Cancelado
2310,6147,1861,2025-01-03,Cancelado
2311,2970,3299,2025-01-26,Cancelado
2312,1456,5748,2025-03-16,Activo
2313,8118,444,2025-02-27,Finalizado
2314,4686,810,2025-04-09,Cancelado
2315,3572,959,2025-04-14,Cancelado
2316,4534,4446,2024-12-28,Cancelado
2317,4474,2894,2024-12-28,Activo
2318,1697,3014,2025-03-18,Cancelado
2319,5487,4824,2025-01-26,Cancelado
2320,8684,2363,2025-04-20,Finalizado
2321,5266,1506,2025-02-10,Cancelado
2322,6991,5404,2025-03-15,Cancelado
2323,6513,5342,2025-01-11,Cancelado
2324,737,7481,2025-04-19,Activo
2325,4273,2030,2025-02-12,Cancelado
2326,6235,5712,2025-03-22,Activo
2327,2929,1707,2025-02-27,Cancelado
2328,3791,8958,2025-03-05,Finalizado
2329,2745,8590,2024-12-27,Cancelado
2330,4933,8782,2024-12-28,Activo
2331,7958,8003,2025-01-22,Activo
2332,2499,5816,2025-04-05,Cancelado
2333,2687,7943,2025-04-08,Cancelado
2334,1272,1011,2025-04-18,Activo
2335,2964,6494,2025-01-23,Finalizado
2336,6643,2507,2025-03-20,Finalizado
2337,6479,7940,2025-03-13,Activo
2338,2684,8828,2025-02-02,Cancelado
2339,4178,990,2025-03-31,Activo
2340,7130,3626,2025-03-12,Finalizado
2341,4097,3304,2025-03-24,Activo
2342,1899,8093,2025-01-14,Cancelado
2343,4790,6198,2025-03-28,Activo
2344,401,740,2024-12-30,Cancelado
2345,257,1287,2025-04-05,Cancelado
2346,274,7067,2025-02-09,Finalizado
2347,2306,6799,2025-03-12,Cancelado
2348,6076,3132,2025-03-31,Finalizado
2349,7252,3516,2025-04-21,Finalizado
2350,5702,8327,2025-01-12,Cancelado
2351,2075,8375,2025-02-16,Cancelado
2352,5070,5292,2025-03-20,Cancelado
2353,4827,79,2025-01-10,Activo
2354,6593,1075,2024-12-31,Finalizado
2355,2593,7866,2025-01-20,Cancelado
2356,5641,5196,2025-02-25,Finalizado
2357,1313,4359,2025-01-24,Finalizado
2358,278,4002,2025-02-08,Activo
2359,2916,6338,2025-01-02,Cancelado
2360,4702,6127,2025-01-27,Activo
2361,1433,3388,2025-03-31,Finalizado
2362,5716,9007,2025-02-08,Finalizado
2363,3887,4056,2025-01-02,Finalizado
2364,3047,8745,2025-01-21,Finalizado
2365,4806,6885,2025-01-30,Cancelado
2366,3504,1609,2025-02-02,Finalizado
2367,7980,9599,2025-03-23,Finalizado
2368,5800,4333,2025-02-08,Activo
2369,8441,5169,2025-01-20,Cancelado
2370,4486,8729,2025-03-07,Activo
2371,2285,2977,2025-01-17,Cancelado
2372,4531,3627,2025-01-17,Finalizado
2373,8091,6308,2025-01-19,Cancelado
2374,4588,7303,2025-02-27,Cancelado
2375,1017,4453,2025-04-21,Finalizado
2376,616,9014,2025-04-21,Activo
2377,6300,1785,2025-03-20,Finalizado
2378,4458,4926,2025-04-20,Activo
2379,5938,5466,2025-01-01,Activo
2380,7964,3137,2025-03-26,Cancelado
2381,5327,4851,2025-04-17,Finalizado
2382,5431,2866,2025-03-15,Finalizado
2383,985,2969,2025-03-17,Activo
2384,9305,4400,2025-03-19,Finalizado
2385,9926,1157,2025-02-18,Finalizado
2386,4154,8816,2025-02-21,Finalizado
2387,2143,634,2025-02-20,Cancelado
2388,1863,2419,2025-04-11,Finalizado
2389,5478,8193,2025-02-25,Cancelado
2390,5073,6017,2025-03-24,Cancelado
2391,9515,5449,2025-03-15,Cancelado
2392,6146,2164,2025-03-22,Finalizado
2393,1254,577,2025-03-24,Activo
2394,1213,8139,2025-02-26,Activo
2395,171,647,2025-02-05,Activo
2396,5104,302,2025-02-23,Cancelado
2397,3772,4375,2025-01-30,Cancelado
2398,1150,755,2025-01-20,Finalizado
2399,4474,3829,2025-02-24,Finalizado
2400,1041,6747,2025-01-18,Activo
2401,5929,197,2025-04-14,Cancelado
2402,9897,6165,2025-04-04,Finalizado
2403,3930,6254,2025-03-08,Cancelado
2404,549,1171,2025-03-14,Finalizado
2405,5003,7924,2025-02-03,Cancelado
2406,3341,9062,2025-03-19,Activo
2407,6382,5820,2025-04-12,Finalizado
2408,3943,339,2025-03-13,Cancelado
2409,4184,4587,2024-12-28,Activo
2410,4761,4583,2025-01-31,Cancelado
2411,6459,8838,2025-01-14,Activo
2412,5321,8658,2025-03-04,Cancelado
2413,792,7795,2025-03-07,Cancelado
2414,4109,6644,2025-02-24,Activo
2415,8252,1458,2025-02-01,Activo
2416,5125,1921,2025-01-24,Activo
2417,3234,5666,2025-04-14,Activo
2418,3773,6852,2025-03-22,Activo
2419,4019,201,2025-03-17,Cancelado
2420,5733,9408,2025-01-19,Activo
2421,7416,5450,2025-03-03,Cancelado
2422,8260,8146,2024-12-26,Cancelado
2423,7657,731,2025-04-20,Activo
2424,2476,8265,2025-01-08,Activo
2425,7411,8685,2025-03-05,Activo
2426,4244,8260,2025-04-06,Finalizado
2427,225,9597,2025-03-28,Cancelado
2428,8225,9362,2025-01-03,Cancelado
2429,9979,6073,2025-02-04,Cancelado
2430,3609,1956,2025-04-06,Activo
2431,9921,7875,2025-03-08,Activo
2432,8835,3180,2025-02-18,Cancelado
2433,9089,798,2025-03-26,Activo
2434,6278,8760,2025-04-20,Finalizado
2435,3939,5982,2025-03-18,Activo
2436,5596,1297,2025-03-31,Cancelado
2437,3687,9253,2025-01-17,Finalizado
2438,8335,9952,2025-03-22,Finalizado
2439,4083,7728,2025-04-23,Activo
2440,1606,4284,2025-04-12,Cancelado
2441,498,8495,2025-01-17,Activo
2442,7139,2418,2025-02-02,Activo
2443,256,9774,2025-01-17,Activo
2444,7359,270,2025-01-15,Activo
2445,255,1312,2025-04-21,Cancelado
2446,3152,3306,2025-03-23,Finalizado
2447,75,368,2025-04-01,Activo
2448,4925,7672,2025-01-11,Activo
2449,5876,639,2025-04-06,Finalizado
2450,2472,6314,2025-03-29,Cancelado
2451,6908,6346,2025-04-21,Finalizado
2452,1300,4038,2025-03-05,Activo
2453,516,7253,2025-01-29,Activo
2454,9120,8188,2025-02-20,Activo
2455,412,8975,2025-04-07,Activo
2456,2653,9977,2025-02-14,Cancelado
2457,886,5852,2025-04-12,Cancelado
2458,2318,5122,2025-02-24,Cancelado
2459,957,9310,2024-12-27,Activo
2460,3271,40,2025-02-17,Activo
2461,341,1295,2025-04-18,Finalizado
2462,383,3993,2025-01-07,Activo
2463,2502,9846,2025-02-22,Cancelado
2464,5681,9710,2025-04-19,Activo
2465,3,9957,2025-04-02,Cancelado
2466,8313,8499,2025-03-15,Cancelado
2467,1208,4025,2025-03-04,Activo
2468,2606,9537,2025-02-04,Activo
2469,3386,6175,2025-03-14,Activo
2470,8365,6342,2024-12-30,Activo
2471,5103,4604,2025-01-06,Cancelado
2472,7595,3883,2025-02-07,Activo
2473,5092,1206,2025-03-31,Finalizado
2474,2570,8914,2025-01-16,Finalizado
2475,9691,8349,2025-03-25,Finalizado
2476,4757,2884,2025-03-21,Finalizado
2477,2770,2635,2025-04-04,Activo
2478,7921,4549,2024-12-26,Cancelado
2479,662,2939,2025-03-19,Finalizado
2480,7544,8382,2025-02-26,Activo
2481,1692,1386,2025-04-06,Cancelado
2482,3470,1408,2025-02-12,Finalizado
2483,3132,6217,2025-02-15,Finalizado
2484,9390,8759,2025-02-24,Finalizado
2485,4878,3973,2025-03-25,Cancelado
2486,2186,9789,2024-12-26,Finalizado
2487,654,175,2025-02-02,Cancelado
2488,19,851,2025-03-26,Finalizado
2489,411,6329,2025-01-15,Cancelado
2490,6052,854,2025-03-16,Activo
2491,2568,4414,2025-04-01,Activo
2492,2524,1197,2025-01-15,Cancelado
2493,7745,4069,2025-02-05,Cancelado
2494,2671,664,2025-02-23,Cancelado
2495,9797,7640,2025-02-17,Cancelado
2496,1851,6867,2025-02-15,Activo
2497,7386,2481,2025-03-16,Activo
2498,1876,3119,2025-02-16,Cancelado
2499,6920,3202,2025-02-24,Cancelado
2500,833,3777,2025-01-10,Activo
2501,1217,2578,2025-02-04,Activo
2502,5669,5091,2024-12-29,Activo
2503,2480,6360,2025-01-26,Cancelado
2504,9999,1708,2025-02-04,Cancelado
2505,6698,5241,2025-02-25,Activo
2506,2683,3345,2025-02-15,Finalizado
2507,4497,3582,2025-02-09,Cancelado
2508,8252,4441,2025-01-03,Cancelado
2509,6136,4439,2025-01-16,Finalizado
2510,2024,9570,2025-04-24,Finalizado
2511,2045,6786,2025-03-24,Finalizado
2512,6593,8556,2025-01-29,Activo
2513,3888,3005,2025-03-18,Activo
2514,5873,8534,2025-01-14,Cancelado
2515,3318,7744,2025-04-24,Activo
2516,4301,3361,2025-01-20,Finalizado
2517,2284,6761,2025-03-21,Cancelado
2518,4076,5818,2025-03-26,Finalizado
2519,8389,6916,2025-01-05,Activo
2520,3063,413,2025-03-13,Cancelado
2521,3691,2675,2025-04-20,Finalizado
2522,4258,799,2025-04-04,Activo
2523,8560,7356,2025-03-16,Cancelado
2524,3398,6904,2025-01-20,Activo
2525,4916,4448,2025-02-10,Finalizado
2526,3708,2334,2025-02-03,Finalizado
2527,7244,8402,2025-04-09,Activo
2528,1386,8366,2025-01-20,Cancelado
2529,4583,8194,2025-02-17,Cancelado
2530,7647,2684,2025-02-07,Activo
2531,459,9233,2025-03-22,Finalizado
2532,4780,2856,2025-03-30,Cancelado
2533,9824,3751,2025-02-14,Cancelado
2534,6092,3393,2025-03-29,Cancelado
2535,9374,3039,2025-03-14,Activo
2536,7939,6568,2025-01-16,Finalizado
2537,679,8210,2025-02-12,Finalizado
2538,3011,7039,2025-03-24,Cancelado
2539,7922,2663,2025-01-10,Finalizado
2540,1099,1406,2025-02-23,Cancelado
2541,3300,8380,2025-01-23,Activo
2542,1048,4803,2025-02-27,Finalizado
2543,150,620,2025-02-21,Activo
2544,6224,8822,2024-12-27,Activo
2545,5366,8293,2025-02-05,Activo
2546,9,6312,2025-03-09,Cancelado
2547,9823,7122,2025-02-12,Cancelado
2548,6856,5296,2025-02-12,Cancelado
2549,3831,16,2025-02-11,Finalizado
2550,5282,1614,2025-04-07,Activo
2551,1157,5968,2025-01-01,Activo
2552,4536,1184,2025-02-04,Activo
2553,7318,733,2025-02-02,Finalizado
2554,3554,9009,2025-04-20,Activo
2555,4509,4226,2025-01-04,Activo
2556,1060,8341,2025-04-08,Finalizado
2557,1924,1377,2025-04-11,Finalizado
2558,7318,3190,2025-01-03,Cancelado
2559,7140,1668,2025-03-28,Activo
2560,8502,6539,2025-01-02,Finalizado
2561,8810,40,2025-01-31,Cancelado
2562,3987,496,2025-03-22,Activo
2563,9731,3265,2025-01-01,Finalizado
2564,2029,4240,2025-01-08,Activo
2565,3023,4808,2025-03-27,Activo
2566,6414,7998,2025-01-26,Cancelado
2567,7175,6770,2025-01-16,Finalizado
2568,9269,1617,2025-02-14,Activo
2569,1643,6694,2025-04-21,Activo
2570,8304,7961,2025-02-19,Finalizado
2571,82,3528,2025-02-05,Finalizado
2572,1491,983,2025-01-21,Activo
2573,3744,3037,2025-02-20,Activo
2574,6108,1259,2025-02-24,Activo
2575,7003,3041,2025-03-28,Activo
2576,613,9056,2025-03-21,Cancelado
2577,2279,2280,2025-02-12,Cancelado
2578,5734,2150,2025-01-13,Finalizado
2579,3065,7950,2025-01-11,Cancelado
2580,6775,2278,2025-04-03,Cancelado
2581,1992,4396,2025-04-16,Activo
2582,4278,8721,2025-04-12,Finalizado
2583,9733,4740,2025-02-23,Cancelado
2584,8120,5550,2025-02-04,Activo
2585,8059,1244,2025-02-06,Activo
2586,6122,8235,2025-03-23,Activo
2587,998,4647,2025-02-04,Cancelado
2588,5184,1731,2025-03-09,Finalizado
2589,8504,3578,2025-01-01,Activo
2590,3581,5662,2025-01-14,Activo
2591,9990,7206,2025-04-18,Finalizado
2592,8274,7324,2025-02-11,Activo
2593,6282,903,2025-02-25,Activo
2594,4586,3315,2025-04-19,Cancelado
2595,8434,4873,2025-03-10,Cancelado
2596,1775,4446,2024-12-27,Cancelado
2597,8227,3297,2025-03-16,Finalizado
2598,6379,4031,2025-04-14,Activo
2599,9416,6759,2025-02-09,Finalizado
2600,4436,470,2025-03-27,Activo
2601,1949,7559,2025-01-06,Activo
2602,7463,1856,2025-01-27,Finalizado
2603,1211,7920,2024-12-26,Cancelado
2604,3619,6736,2025-04-22,Finalizado
2605,9000,6219,2025-04-23,Cancelado
2606,6579,989,2025-03-03,Activo
2607,4128,3325,2025-04-03,Finalizado
2608,985,549,2025-03-15,Cancelado
2609,296,1360,2025-01-14,Finalizado
